City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sar-e pul,35.8333,66.1667,19.38,49,54,4.19,AF,1715193767
364,san patricio,28.017,-97.5169,32.4,53,100,4.58,US,1715193767
365,coquimbo,-29.9533,-71.3436,17.85,63,0,5.14,CL,1715193429
366,cadereyta,25.5833,-99.9833,42.82,14,100,2.68,MX,1715193767
367,rocky mountain house,52.3668,-114.9188,9.06,34,100,2.06,CA,1715193767
368,susuman,62.7833,148.1667,-1.12,83,99,1.34,RU,1715193767
369,hasaki,35.7333,140.8333,12.22,78,100,11.68,JP,1715193767
370,tanaina,61.6269,-149.4281,9.27,51,0,2.06,US,1715193767
371,kungur,57.4368,56.9593,3.87,91,100,4.91,RU,1715193767
372,gorontalo,0.5412,123.0595,24.3,98,100,1.36,ID,1715193767
373,kharkhorin,47.1975,102.8238,7.31,47,100,4.5,MN,1715193767
374,novaya igirma,57.1334,103.9112,6.97,66,100,1.84,RU,1715193767
375,salinopolis,-0.6136,-47.3561,28.87,72,93,4.47,BR,1715193767
376,swakopmund,-22.6833,14.5333,17.47,84,1,2.68,NA,1715193768
377,imeni morozova,59.9757,31.0376,3.02,99,15,3.08,RU,1715193768
378,rurrenabaque,-14.4413,-67.5278,33.83,74,40,4.12,BO,1715193768
379,taltal,-25.4,-70.4833,20.22,60,99,2.68,CL,1715193621
380,daru,-9.0763,143.2092,25.42,92,100,7.67,PG,1715193768
381,namsos,64.4662,11.4957,7.95,81,20,2.06,NO,1715193768
382,cabo san lucas,22.8909,-109.9124,32.01,36,20,4.63,MX,1715193768
383,margate,51.3813,1.3862,13.72,69,100,0.89,GB,1715193768
384,fale old settlement,-9.3852,-171.2468,29.53,76,69,5.03,TK,1715193768
385,cabeza del buey,38.7223,-5.2195,19.81,36,81,2.54,ES,1715193669
386,dalbandin,28.8947,64.4101,32.67,14,0,0.97,PK,1715193768
387,pisco,-13.7,-76.2167,21.12,83,75,5.14,PE,1715193768
388,nuku'alofa,-21.1333,-175.2,25.19,69,75,3.6,TO,1715193768
389,konarka,19.9,86.1167,25.22,82,2,2.95,IN,1715193768
390,maintirano,-18.0667,44.0167,25.97,74,0,2.68,MG,1715193768
391,gore,-46.1028,168.9436,-1.12,95,5,0.94,NZ,1715193768
392,golfito,8.639,-83.166,27.13,84,79,1.61,CR,1715193768
393,moncks corner,33.196,-80.0131,32.86,48,0,2.57,US,1715193768
394,great falls,47.5002,-111.3008,4.25,98,100,13.89,US,1715193768
395,likisa,-8.6695,125.6875,18.06,88,26,2.73,TL,1715193769
396,vila velha,-20.3297,-40.2925,28.97,81,20,5.14,BR,1715193197
397,raja,8.4596,25.678,30.66,24,10,1.78,SS,1715193769
398,tshikapa,-6.4167,20.8,27.36,52,99,1.19,CD,1715193769
399,egilsstadir,65.2653,-14.3948,8.95,43,40,4.12,IS,1715193769
400,afaahiti,-17.75,-149.2833,27.93,85,100,6.75,PF,1715193769
401,coyhaique,-45.5752,-72.0662,6.97,76,40,3.09,CL,1715193609
402,latrobe,40.3212,-79.3795,26.71,44,20,7.72,US,1715193769
403,praia,14.9215,-23.5087,26.78,58,2,6.56,CV,1715193655
404,bonthe,7.5264,-12.505,28.78,76,75,3.69,SL,1715193769
405,nicoya,10.1483,-85.452,31.61,60,100,2.22,CR,1715193769
406,isangel,-19.55,169.2667,22.09,67,33,6.76,VU,1715193769
407,geraldton,-28.7667,114.6,23.23,28,100,7.2,AU,1715193487
408,aliwal north,-30.6937,26.7114,17.29,33,0,2.4,ZA,1715193769
409,santa cruz,-17.8,-63.1667,31.7,58,20,11.83,BO,1715193589
410,guangshui,31.6199,113.9978,18.84,56,100,1.43,CN,1715193769
411,bodo,67.28,14.405,4.97,84,75,7.72,NO,1715193769
412,beipiao,41.7919,120.7792,19.96,20,100,7.85,CN,1715193769
413,north platte,41.1239,-100.7654,17.84,33,0,9.26,US,1715193769
414,kingston,17.997,-76.7936,29.53,75,100,1.81,JM,1715193011
415,dolores,-36.3132,-57.6792,14.58,65,3,9.99,AR,1715193770
416,koryazhma,61.3143,47.1691,-0.61,93,100,6.12,RU,1715193770
417,yanbu,24.0891,38.0637,28.02,57,0,6.17,SA,1715193770
418,gazojak,41.1875,61.4036,25.0,34,100,4.63,TM,1715193498
419,upington,-28.4478,21.2561,23.21,33,0,0.51,ZA,1715193770
420,bintulu,3.1667,113.0333,26.23,94,40,2.06,MY,1715193770
421,okha,53.5739,142.9478,-0.42,81,33,6.26,RU,1715193770
422,rio preto da eva,-2.6994,-59.6997,29.26,73,100,1.73,BR,1715193770
423,gisborne,-38.6533,178.0042,11.53,74,77,6.59,NZ,1715193770
424,timimoun,29.2639,0.231,34.21,10,0,6.69,DZ,1715193770
425,nizhnyaya tavda,57.6731,66.1725,14.53,59,100,6.44,RU,1715193770
426,nyurba,63.2842,118.3319,-3.55,95,98,2.58,RU,1715193770
427,mena,51.5217,32.2157,5.78,69,4,3.74,UA,1715193770
428,willmar,45.1219,-95.0433,21.6,43,0,8.23,US,1715193770
429,codrington,-38.2667,141.9667,9.41,86,21,1.75,AU,1715193770
430,olyokminsk,60.3736,120.4264,-0.29,87,62,2.94,RU,1715193770
431,guaruja,-23.9931,-46.2564,33.92,26,0,3.09,BR,1715193770
432,imeko,7.45,2.85,28.64,70,85,4.41,NG,1715193770
433,noumea,-22.2763,166.4572,22.78,99,100,5.6,NC,1715193770
434,ritchie,-29.038,24.6028,18.56,25,10,3.85,ZA,1715193771
435,yangambi,0.8102,24.4336,25.26,78,97,1.26,CD,1715193771
436,esmeraldas,-19.7625,-44.3139,29.17,53,5,2.57,BR,1715193771
437,mariehamn,60.0973,19.9348,2.92,75,100,2.06,AX,1715193771
438,changyon,38.2508,125.0961,9.73,70,0,1.59,KP,1715193771
439,sandnessjoen,66.0217,12.6316,7.06,65,75,5.66,NO,1715193771
440,mocimboa,-11.3167,40.35,24.62,86,25,4.56,MZ,1715193771
441,suntar,62.1444,117.6319,-1.43,91,31,2.68,RU,1715193771
442,madang,-5.2246,145.7966,24.06,96,100,2.47,PG,1715193771
443,kailua-kona,19.6406,-155.9956,25.98,74,40,5.14,US,1715193771
444,boise,43.6135,-116.2035,11.77,53,0,8.75,US,1715193534
445,labytnangi,66.6572,66.4183,-2.57,83,100,5.33,RU,1715193771
446,ribeira brava,32.65,-17.0667,22.62,83,100,0.81,PT,1715193771
447,snyder,32.7179,-100.9176,29.06,12,0,3.6,US,1715193619
448,wuxi,31.5689,120.2886,15.26,68,8,2.61,CN,1715193771
449,namibe,-15.1961,12.1522,23.36,68,0,4.07,AO,1715193771
450,urangan,-25.3,152.9,17.89,97,23,2.24,AU,1715193771
451,vennesla,58.2694,7.9741,14.86,61,0,5.66,NO,1715193771
452,zapala,-38.8992,-70.0544,6.97,38,51,6.91,AR,1715193771
453,young,-32.6833,-57.6333,15.58,70,2,6.99,UY,1715193771
454,akureyri,65.6835,-18.0878,6.96,45,75,2.57,IS,1715193771
455,vodnyy,63.5046,53.4095,-1.99,98,100,4.92,RU,1715193771
456,aligudarz,33.4006,49.6949,8.21,54,0,1.45,IR,1715193771
457,kranenburg,51.7833,6.0167,16.09,72,100,2.44,DE,1715193772
458,qalat,32.1058,66.9083,22.91,30,0,2.19,AF,1715193772
459,grande prairie,55.1667,-118.8027,13.1,26,75,5.66,CA,1715193560
460,huaicheng,23.9051,112.1931,21.11,94,100,0.64,CN,1715193772
461,igarka,67.4667,86.5833,-0.55,99,100,5.81,RU,1715193772
462,villa de soto,-30.8552,-64.9995,19.11,18,0,3.56,AR,1715193772
463,banda aceh,5.5577,95.3222,27.36,81,87,2.01,ID,1715193772
464,altai,46.3722,96.2583,7.92,65,61,3.27,MN,1715193772
465,saldanha,-33.0117,17.9442,13.03,78,0,5.03,ZA,1715193772
466,camarinas,43.1311,-9.1817,15.77,83,63,3.78,ES,1715193772
467,zakamensk,50.3741,103.2863,8.22,72,100,1.21,RU,1715193772
468,la maddalena,41.2142,9.4083,18.03,81,100,2.06,IT,1715193772
469,as sulayyil,20.4607,45.5779,32.14,15,0,5.15,SA,1715193772
470,kuluncak,38.8828,37.6728,11.41,49,6,2.01,TR,1715193772
471,wakkanai,45.4094,141.6739,1.94,84,7,3.48,JP,1715193559
472,malpe,13.35,74.7167,28.61,71,98,1.31,IN,1715193772
473,inarajan village,13.2736,144.7484,28.08,91,100,5.83,GU,1715193772
474,bikenibeu village,1.3673,173.1241,27.98,83,40,3.6,KI,1715193772
475,marquette,46.5333,-87.6335,16.54,69,100,3.13,US,1715193772
476,port nelson,23.6333,-74.8333,24.85,73,0,5.56,BS,1715193772
477,mount pearl,47.5166,-52.7813,6.09,91,100,8.23,CA,1715193772
478,falmouth,50.1544,-5.0711,15.32,87,40,1.03,GB,1715193772
479,west fargo,46.875,-96.9004,20.0,47,0,4.12,US,1715193773
480,kokshetau,53.2775,69.3883,15.61,49,100,6.46,KZ,1715193773
481,kuqa,41.7278,82.9364,24.49,17,100,2.58,CN,1715193773
482,as sanad,34.4628,9.264,17.14,47,14,6.41,TN,1715193773
483,baie-comeau,49.2168,-68.1489,7.82,61,0,7.72,CA,1715193552
484,bouca,6.5105,18.2733,29.33,47,100,2.0,CF,1715193773
485,djambala,-2.5447,14.7533,25.7,66,96,1.98,CG,1715193773
486,novyy urgal,51.0736,132.5642,5.99,75,100,5.84,RU,1715193773
487,nizhneangarsk,55.7833,109.55,2.22,68,100,2.24,RU,1715193773
488,angaur state,6.906,134.13,28.32,76,82,2.55,PW,1715193773
489,manta,-0.95,-80.7333,28.88,74,75,3.6,EC,1715193773
490,swift current,50.2834,-107.8014,13.7,67,100,6.36,CA,1715193773
491,madanapalle,13.55,78.5,25.73,60,12,2.55,IN,1715193773
492,gao,16.6362,1.637,37.44,12,3,3.42,ML,1715193773
493,ploudalmezeau,48.5333,-4.65,18.21,63,0,4.12,FR,1715193773
494,port elizabeth,-33.918,25.5701,17.83,87,75,4.12,ZA,1715193774
495,pau brasil,-15.4642,-39.6511,28.86,52,0,2.99,BR,1715193774
496,auki,-8.7676,160.7034,25.11,91,74,3.62,SB,1715193774
497,haiku-pauwela,20.9219,-156.3051,25.12,72,20,1.79,US,1715193774
498,sao vicente,-23.9631,-46.3919,34.59,32,0,3.09,BR,1715193774
499,ghadamis,30.1337,9.5007,23.1,46,2,10.69,LY,1715193774
500,soio,-6.1349,12.3689,26.1,89,100,4.49,AO,1715193774
501,yunguyo,-16.25,-69.0833,12.87,37,0,2.19,PE,1715193774
502,chernogorsk,53.8236,91.2842,12.76,47,0,4.0,RU,1715193774
503,barkly west,-28.5354,24.5215,18.6,25,3,4.65,ZA,1715193774
504,maumere,-8.6199,122.2111,26.05,82,50,3.55,ID,1715193774
505,fortuna,40.5982,-124.1573,16.86,66,0,5.14,US,1715193774
506,gerash,27.6652,54.1371,26.08,36,0,1.51,IR,1715193774
507,karbala,32.616,44.0249,25.82,22,0,4.2,IQ,1715193774
508,port saint john's,-31.6229,29.5448,21.94,76,69,1.8,ZA,1715193774
509,ebon,4.582,168.6964,28.44,78,23,6.13,MH,1715193774
510,amahai,-3.3333,128.9167,29.55,85,71,1.29,ID,1715193774
511,olean,42.0776,-78.4297,26.09,35,40,6.69,US,1715193775
512,general pinedo,-27.3167,-61.2833,22.77,60,68,5.81,AR,1715193775
513,gebeit,21.0667,36.3167,23.93,38,0,3.05,SD,1715193775
514,maceio,-9.6658,-35.7353,26.69,83,75,3.6,BR,1715193775
515,guanica,17.9716,-66.908,30.02,86,47,2.62,PR,1715193775
516,tindouf,27.6711,-8.1474,39.25,6,0,6.17,DZ,1715193775
517,tarazona,41.9,-1.7333,19.9,67,98,5.22,ES,1715193775
518,ariquemes,-9.9133,-63.0408,34.23,49,59,0.97,BR,1715193657
519,chinchilla,-26.75,150.6333,15.01,90,100,1.79,AU,1715193775
520,cassilandia,-19.1133,-51.7342,32.23,30,40,2.83,BR,1715193775
521,hithadhoo,-0.6,73.0833,27.97,80,100,6.5,MV,1715193775
522,ilha de mocambique,-15.0342,40.7358,27.0,73,3,5.3,MZ,1715193775
523,verkhov'ye,52.8119,37.2425,1.9,70,89,5.21,RU,1715193775
524,tofol,5.3248,163.0078,28.02,84,100,8.36,FM,1715193775
525,beau vallon,-20.4189,57.6953,25.13,78,75,8.23,MU,1715193675
526,roma,43.2128,-75.4557,24.49,46,40,6.69,US,1715193702
527,zouerate,22.7187,-12.4521,38.24,6,99,3.7,MR,1715193775
528,hotan,37.0997,79.9269,22.9,16,0,1.99,CN,1715193775
529,texarkana,33.4251,-94.0477,27.44,77,100,6.26,US,1715193660
530,santo antonio,-6.3106,-35.4789,28.47,73,37,4.64,BR,1715193775
531,al kharijah,25.4514,30.5464,25.64,10,100,3.71,EG,1715193775
532,hami,42.8,93.45,22.09,27,0,5.92,CN,1715193557
533,broken hill,-31.95,141.4333,13.14,74,12,4.39,AU,1715193775
534,skagen,57.7209,10.5839,9.72,84,100,7.46,DK,1715193483
535,tegueste,28.5167,-16.3167,22.82,64,20,6.69,ES,1715193776
536,phan rang-thap cham,11.5667,108.9833,25.73,86,12,1.88,VN,1715193776
537,nieuw amsterdam,5.8833,-55.0833,28.83,70,68,5.36,SR,1715193776
538,nouadhibou,20.931,-17.0347,19.99,83,20,9.26,MR,1715193776
539,minas de marcona,-15.2119,-75.1103,18.38,68,73,8.51,PE,1715193776
540,sinop,41.7711,34.8709,12.26,67,8,2.34,TR,1715193776
541,kuusamo,65.9667,29.1833,1.02,44,0,2.57,FI,1715193776
542,tinajo,29.0788,-13.7081,23.49,64,0,8.23,ES,1715193776
543,ostersund,63.1792,14.6357,4.25,81,100,3.6,SE,1715193776
544,piatykhatky,48.4133,33.7106,8.92,59,93,3.22,UA,1715193776
545,keetmanshoop,-26.5833,18.1333,22.51,35,0,2.06,NA,1715193776
546,fort mcmurray,56.7268,-111.381,13.77,62,0,2.06,CA,1715193776
547,rio gallegos,-51.6226,-69.2181,2.03,100,20,0.0,AR,1715193494
548,bara,10.3744,10.7288,33.99,23,51,2.65,NG,1715193776
549,tres arroyos,-38.3739,-60.2798,12.15,45,8,9.93,AR,1715193776
550,katsuura,35.1333,140.3,13.56,88,100,9.85,JP,1715193776
551,bogotol,56.2078,89.5342,5.29,70,11,3.31,RU,1715193776
552,tolbazy,54.0241,55.8825,4.05,91,100,6.6,RU,1715193776
553,wad rawah,15.1603,33.1397,31.94,8,77,4.13,SD,1715193776
554,parauapebas,-6.0675,-49.9022,31.99,65,40,3.09,BR,1715193776
555,mugia,43.1041,-9.2179,15.67,83,51,4.17,ES,1715193776
556,monrovia,6.3005,-10.7969,29.87,81,100,3.95,LR,1715193520
557,tenno,39.9,139.9667,8.75,74,100,3.28,JP,1715193777
558,richards bay,-28.783,32.0377,21.71,83,28,3.59,ZA,1715193777
559,naracoorte,-36.9579,140.7383,9.7,64,0,1.93,AU,1715193777
560,pangody,65.85,74.4859,-14.12,100,87,2.66,RU,1715193777
561,sredets,42.3475,27.179,15.06,93,100,4.99,BG,1715193777
562,mtimbira,-8.7833,36.35,21.7,91,97,1.19,TZ,1715193777
563,yigo village,13.5361,144.8886,27.16,88,75,5.14,GU,1715193777
564,umuarama,-23.7664,-53.325,33.9,27,1,5.3,BR,1715193675
565,portales,34.1862,-103.3344,28.52,9,0,9.32,US,1715193777
566,port alberni,49.2413,-124.8028,17.18,59,13,0.89,CA,1715193777
567,ziguinchor,12.5833,-16.2719,33.11,55,0,7.2,SN,1715193777
568,poronaysk,49.2167,143.1167,-0.73,80,9,1.34,RU,1715193777
569,hinton,53.4001,-117.5857,14.55,28,1,2.14,CA,1715193777
570,lerwick,60.1545,-1.1494,9.0,98,100,6.57,GB,1715193777
571,guarapari,-20.6667,-40.4975,27.72,76,2,6.0,BR,1715193778
